text,label
"['riezf', 'kresseek', 'santai', 'gojek', 'chat', 'worst', 'case', 'tinggal', 'fitur', 'peduli', 'lindungi']",1.0
"['prifad', 'gue', 'gojek', 'iya', 'semoga', 'turun', 'berdua', 'menang']",1.0
"['kooalee', 'sepe', 'i', 'gojek', 'gue', 'error']",0.0
"['beralih', 'grab', 'gojek', 'yahudi', 'kaget', 'mam', 'bakso', 'k', 'ya', 'bilang', 'biaya', 'hidup', 'daerah', 'murah', 'gelut']",0.0
"['minggu', 'sepi', 'order', 'sesepi', 'gojek', 'food', 'rekan', 'pesan', 'menit', 'order', 'jalan', 'jalan', 'kemana', 'wkwk']",0.0
"['menemukan', 'gojek', 'jakarta', 'ky', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'tspdytycb']",1.0
"['gojek', 'ku', 'promo', 'gofoodnya', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'dxcnfoapw']",0.0
"['k', 'kelas', 'k', 'wkwk', 'eh', 'uang', 'ongkos', 'angkutan', 'kota', 'i', 'iritt', 'gojek', 'uang', 'jajan', 'habis', 'bayar', 'gojek', 'sajaa']",0.0
"['bt', 'banget', 'penumpang', 'gojek', 'naikan', 'gojek', 'gue', 'bisabisanya']",0.0
"['anjrrrr', 'gojek', 'paket', 'gue', 'nyasarnya', 'rumah', 'athallah']",0.0
"['iklan', 'gojek', 'palsu', 'banget']",0.0
"['event', 'organizer', 'pel', 'food', 'fess', 'pesan', 'gojek', 'sf', 'suka', 'cepat', 'banget', 'cepat', 'beli', 'wkwk']",1.0
"['rizkitomooo', 'mending', 'gojek', 'gue']",1.0
"['jowrnei', 'iya', 'kadang', 'gojek', 'susah']",0.0
"['tanyakanrl', 'ldr', 'chatnya', 'pakai', 'gojek', 'ya', 'guys', 'aplikasi', 'anak', 'bangsa', 'diblokir']",0.0
"['nonujjeeon', 'lucu', 'banget', 'gojek', 'nya']",1.0
"['urfavboy', 'minat', 'abang', 'gojek']",1.0
"['pas', 'mengambil', 'kue', 'nya', 'gojek', 'nya', 'menyanyikan', 'lagu', 'ulang', 'hshsh', 'ulang', 'ayankk']",0.0
"['yeoxjack', 'pas', 'ramai', 'banget', 'pesan', 'gojek', 'abangnya', 'ngantrinya']",0.0
"['shopee', 'gojek', 'menyedot', 'pengangguran', 'mengurangi', 'karyawan', 'pabrik', 'ikutan', 'dima', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'qkhvzlwoo']",1.0
"['baca', 'tnc', 'sih', 'komisi', 'gojek', 'biaya', 'app', 'platform', 'bayar', 'pas', 'co', 'deh', 'sepengetahuanku', 'beda', 'wkwk']",1.0
"['urusan', 'babi', 'okelah', 'silakan', 'minuman', 'keras', 'pas', 'pemesan', 'anak', 'umur', 'dijalani', 'kah', 'orderannya', 'om', 'aturan', 'akun', 'gojek', 'customer', 'mesti', 'umur', 'tnggung', 'moral', 'mudahan', 'sih', 'om', 'lancarkan', 'orderannya']",0.0
"['sisa', 'kupon', 'haha', 'terima', 'kasih', 'gojek']",1.0
"['gojek', 'gue', 'pelit', 'banget', 'sih', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'gyutkztaa']",0.0
"['gue', 'cape', 'banget', 'luv', 'banget', 'abang', 'gojek', 'mengajak', 'gue', 'mengobrol', 'hhh', 'gue', 'berbicara', 'malas', 'banget']",1.0
"['gojekindonesia', 'kakak', 'gojek', 'ya', 'pakai', 'tolong', 'dibantu', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'myasstzt']",0.0
"['taman', 'pulomas', 'gojek', 'wkwk', 'x', 'iya']",1.0
"['uang', 'jajan', 'perharinya', 'k', 'gojek', 'pp', 'k', 'ngakalinnya', 'ya', 'uang', 'langsung', 'dijadikan', 'gopay', 'mencari', 'promo', 'promo', 'akunku', 'habis', 'pinjam', 'akun', 'teman', 'wkwk']",1.0
"['saltedeggnoid', 'kayaknya', 'minggu', 'deh', 'pakai', 'gojek', 'pindah', 'grab']",0.0
"['giliran', 'dinas', 'butuh', 'makan', 'lapar', 'gojek', 'app', 'nya', 'error', 'sih', 'bikin', 'stres', 'sebal']",0.0
"['gojek', 'pelit', 'promo', 'banget', 'deh', 'gue', 'pergi', 'malas', 'anjir', 'mahal', 'banget', 'ongkosnya']",0.0
"['kak', 'foto', 'kemasan', 'dibuka', 'dibuka', 'struknya', 'komplainnya', 'langsung', 'kayak', 'gojek', 'lumayan', 'fast', 'respon', 'sih', 'jaman', 'refund']",1.0
"['pas', 'gue', 'chat', 'gojek', 'balas', 'on', 'the', 'way', 'what', 'the', 'fuck', 'anjir', 'maps', 'nya', 'gue', 'lihat', 'memuter', 'memuter', 'habis', 'bilang', 'jalan', 'jelek', 'cor', 'ngabarin', 'gue', 'tau', 'mengcape']",0.0
"['miselattey', 'takut', 'hancur', 'pakai', 'gojek']",0.0
"['nih', 'ya', 'jalan', 'jelek', 'kayak', 'jalan', 'cor', 'gue', 'peduli', 'salah', 'berbicara', 'nih', 'driver', 'gojek', 'sih', 'tau', 'butuh', 'cepat', 'cepat', 'nympe', 'nympe', 'gue', 'marah', 'wajar', 'coba', 'bilang', 'langsung', 'chat', 'jalan', 'hhhh', 'ksllll']",0.0
"['bayangkan', 'ongkos', 'gojek', 'kampus', 'takut', 'bawa', 'kendaraan', 'anter', 'jgg']",0.0
"['gojek', 'mahal', 'banget']",0.0
"['monsoleilv', 'gojek', 'gojekindonesia', 'tanggung', 'suruh', 'bantuan', 'aplikasi', 'ditanggapi', 'laporan', 'diselesaikan']",0.0
"['gojek', 'gue', 'pelit', 'kupon']",0.0
"['gojek', 'anjing', 'banget', 'kupon', 'rebu', 'doangg', 'sih', 'anjritttt']",0.0
"['gojek', 'gopay', 'grab', 'bikin', 'ya', 'grab', 'asyik', 'kerja', 'ovo', 'grab', 'bikin', 'grabpay']",1.0
"['menangis', 'banget', 'gojek']",0.0
"['gue', 'lupa', 'bilang', 'note', 'orderan', 'tulis', 'nama', 'gue', 'gelas', 'coffee', 'nya', 'ditulis', 'nama', 'gue', 'gue', 'bilang', 'abg', 'gojeknya', 'coffee', 'sih', 'tri', 'nih', 'pas', 'coffee', 'langsung', 'deh', 'dikasih', 'abg', 'gojek', 'sih', 'tri', 'bingung', 'coffee', 'order', 'cont']",0.0
"['dukuhatasbni', 'minumbobayuk', 'sayangnya', 'stasiun', 'kereta', 'listrik', 'doang', 'by', 'the', 'way', 'saran', 'kereta', 'listrik', 'aplikasi', 'gojek']",1.0
"['jalan', 'area', 'sarinah', 'terpaksa', 'maps', 'sih', 'sekilo', 'an', 'gojek', 'memuter', 'memilih', 'jalan', 'berasa', 'berasa', 'lingkungan', 'berpengaruh']",1.0
"['xutegrl', 'bareng', 'om', 'gojek']",1.0
"['habis', 'lihat', 'ava', 'wa', 'sialan', 'kayak', 'kakak', 'kakak', 'gojek']",0.0
"['couldn', 't', 'imajinasi', 'the', 'pain', 'of', 'mas', 'gojek', 'menyasar', 'berkali', 'gara', 'gara', 'lokasi', 'gmaps', 'salah']",0.0
"['gue', 'gopay', 'aplk', 'gopay', 'gojek', 'bodoh', 'banget']",0.0
"['sih', 'takut', 'i', 'also', 'got', 'confused', 'on', 'people', 'wearing', 'lenses', 'and', 'still', 'managed', 'gojek', 'like', 'how']",0.0
"['yourrbabbyy', 'saingan', 'ku', 'gojek']",0.0
"['banget', 'coy', 'it', 'si', 'not', 'a', 'deal', 'though', 'sebatas', 'mengantarkan', 'ya', 'malam', 'if', 'posisi', 'pacar', 'jemput', 'malam', 'iyakan', 'ngeri', 'gojek']",0.0
"['gopayindonesia', 'pakai', 'gopay', 'terpisah', 'gojek', 'titik']",0.0
"['top', 'up', 'pulsa', 'gojek', 'banget', 'ya', 'hhhhh']",0.0
"['wkwk', 'kemarin', 'malam', 'pulang', 'baltos', 'gojek', 'turun', 'gojek', 'jatuh', 'gara', 'gara', 'kaki', 'ku', 'beku']",0.0
"['seru', 'iseng', 'daftarin', 'teman', 'gojek']",1.0
"['tau', 'gue', 'kereta', 'listrik', 'gojek', 'k']",0.0
"['sleep', 'deprived', 'pas', 'pulang', 'bareng', 'gojek', 'enak', 'pol']",0.0
"['keslisius', 'kirim', 'kes', 'kirim', 'gojek', 'aduh', 'kes', 'gue', 'butuh', 'dompet', 'gue', 'kirim', 'paket', 'kes']",1.0
"['nyeasdiary', 'gojek', 'grab', 'promo', 'kayak', 'niat', 'niat']",0.0
"['akuaccy', 'pinkyyvelvet', 'i', 'al', 'iya', 'kadang', 'murah', 'pakai', 'gopaylater', 'suka', 'suka', 'gojek', 'kupon', 'nya']",0.0
"['gojekindonesia', 'malas', 'deh', 'pakai', 'gojek', 'kupon', 'gofood']",0.0
"['akuaccy', 'pinkyyvelvet', 'i', 'al', 'banget', 'hubung', 'rekan', 'gojek']",1.0
"['unrelated', 'but', 'pas', 'habis', 'usaha', 'mikro', 'menengah', 'menunggu', 'gojek', 'pinggir', 'jalan', 'tb', 'motor', 'berhenti', 'langsung', 'bilang', 'kemana', 'dek', 'ayo', 'bareng', 'arahnya', 'kesana', 'ditolak', 'mengajak', 'tau', 'nih', 'orang', 'arah', 'rumah', 'gue']",0.0
"['gojek', 'mihil', 'banget']",0.0
"['voc', 'gojek', 'gofood']",0.0
"['elinadio', 'ayo', 'pakai', 'gojek']",1.0
"['orang', 'jahat', 'ya', 'marah', 'heran', 'dimarahi', 'tukang', 'angkutan', 'kota', 'dimarahi', 'gojek', 'kesal', 'menangis', 'kerja', 'senyum', 'kayak', 'langit', 'bumi', 'kontrassss']",0.0
"['gue', 'gojek', 'menggosipkan', 'customernya', 'tuhan', 'gue', 'aneh', 'digosipkan', 'haha']",0.0
"['dunia', 'gojek', 'ngandelin', 'pacar', 'orang', 'muluu', 'malu', 'emaknya', 'sih', 'ta', 'gue', 'colok', 'matanya', 'biar', 'cepat', 'sadar', 'sih', 'mnja', 'titisan', 'siluman']",1.0
"['gabung', 'grup', 'gojek', 'niatnya', 'menemukan', 'cerita', 'menarik', 'taunya', 'sedihhhhh']",0.0
"['gojekindonesia', 'maximofxs', 'nih', 'promo', 'goride', 'berangkat', 'kerja', 'pakai', 'gojek']",0.0
"['sih', 'gojek', 'jaraknya', 'km', 'kayak', 'jaraknya', 'km', 'gue', 'gue']",0.0
"['sih', 'perumahan', 'elite', 'kakak', 'dhel', 'abang', 'grab', 'gojek', 'pas', 'pembanguan', 'flyover', 'bwah', 'flyover', 'meninggal', 'ketimpa', 'besi', 'seram', 'banget']",0.0
"['indostransfer', 'kiraan', 'lamar', 'gojek']",1.0
"['better', 'cari', 'kos', 'kantor', 'biar', 'jalan', 'kena', 'macet', 'hemat', 'biaya', 'gojek', 'mahal']",0.0
"['sutharso', 'malas', 'gojek', 'marahan', 'online']",0.0
"['pekalonganfess', 'buka', 'aplikasi', 'gojek', 'grab', 'tinggal', 'pesan', 'neng', 'kono']",1.0
"['ateezmingil', 'mintol', 'abang', 'gojek', 'ambilkan']",1.0
"['expect', 'masak', 'kayak', 'iya', 'tinggal', 'kampung', 'mamak', 'kemampuan', 'memasak', 'terasah', 'sempurna', 'orangnya', 'malas', 'gerak', 'cari', 'makan', 'ketapang', 'gojek']",0.0
"['i', 'decided', 'berhenti', 'kejadian', 'memilih', 'gojek', 'jalan', 'gatega', 'banget', 'mgelintas']",1.0
"['percaya', 'deh', 'orang', 'gojek', 'makanan', 'scroll', 'beli', 'bingung', 'makan', 'bingung', 'bayar']",1.0
"['kemarin', 'make', 'taksi', 'nder', 'bapaknyaa', 'kayak', 'harganya', 'sesuai', 'app', 'gojek', 'grab', 'huhu', 'pas', 'habis', 'hujan', 'kena', 'ribu', 'jaraknya', 'kiloan']",1.0
"['driver', 'gojek', 'jaka', 'a', 'hebat', 'banget', 'mencari', 'jalan', 'tembusan', 'gang', 'gang', 'jembatan', 'sesempit', 'shirotol', 'mustaqim', 'jebret', 'madagascar']",1.0
"['gojek', 'promo', 'uang']",1.0
"['macet', 'banget', 'ya', 'gojek', 'gue']",0.0
"['lelah', 'gojek', 'bawain', 'makan', 'ituuuu', 'loooo']",1.0
"['next', 'promo', 'gojek', 'grab', 'pelajar']",1.0
"['dxzssz', 'convomfs', 'gojek']",0.0
"['tanyakanrl', 'habis', 'duit', 'gojek', 'derita', 'bawa', 'motor']",0.0
"['senang', 'pas', 'badmood', 'pe', 'full', 'day', 'sekolah', 'pas', 'pulang', 'driver', 'gojek', 'ramah', 'skliii']",1.0
"['uusbiasaaja', 'ipoint', 'lihatnya', 'gojek', 'grab']",1.0
"['convomfs', 'gojek', 'enak']",1.0
"['whosthis', 'gojek', 'kereta', 'berangkat', 'haha']",0.0
"['km', 'cape', 'janani', 'hidup', 'gojek']",1.0
"['ryananovir', 'belinya', 'gojek', 'starbuck', 'k', 'lt', 'kembung']",1.0
"['santainya', 'order', 'gojek', 'jam', 'eh', 'taunya', 'jadwal', 'keretanya', 'jam', 'jarak', 'rumah', 'stasiun', 'menit', 'haha', 'acungi', 'jempol', 'kebodohan']",1.0
"['halo', 'gojek', 'mahal', 'banget']",0.0
"['convomfs', 'gojek']",1.0
"['gojekindonesia', 'akunku', 'promo', 'apapun', 'banget', 'pakai', 'gojek']",0.0
"['menangis', 'gojek', 'pagi', 'terik', 'matahari', 'another', 'level', 'of', 'pain']",0.0
"['akucapekbanget', 'gojek', 'mulu', 'km']",0.0
"['killyou', 'ifstalk', 'abg', 'gojek', 'nya', 'pindah', 'on']",0.0
"['luvmeong', 'foodfess', 'daya', 'akun', 'gojek', 'gue', 'wangi', 'alias', 'promopromo']",0.0
"['convomfs', 'grab', 'gojek', 'nebeng']",1.0
"['teadumppy', 'abang', 'gojek']",1.0
"['nih', 'gojek', 'lihat', 'spion', 'mulu', 'pegal', 'palanya', 'pfft']",0.0
"['kegblgnunfaedh', 'gue', 'healing', 'sbux', 'mesennya', 'gojek', 'sbux', 'kakak', 'gue', 'mesenin']",1.0
"['sih', 'kemarin', 'bilangnya', 'pakai', 'telfon', 'sekolah', 'pinjam', 'handphone', 'bu', 'cam', 'pakai', 'gojek', 'sungkan', 'bangsat', 'ya']",0.0
"['chat', 'gue', 'papa', 'gue', 'gojek', 'otomatis', 'telfon', 'chat', 'papa', 'bawa', 'handphone', 'ya', 'allah']",1.0
"['stobericau', 'askrlfess', 'ya', 'iya', 'pas', 'gojek', 'berasa', 'mandiri', 'banget']",1.0
"['askrlfess', 'kayaknya', 'temannya', 'chat', 'aplikasi', 'gojek', 'pura', 'pura', 'driver', 'memesan']",0.0
"['hiburanreceh', 'anter', 'gojek', 'cape', 'berenang', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'idmsrqqr']",1.0
"['askrlfess', 'pas', 'gojek', 'wkwk']",1.0
"['akun', 'akun', 'jarang', 'promo', 'jarang', 'make', 'gojek', 'deh', 'gue', 'banget', 'pakai', 'gojek', 'promo', 'make', 'promo', 'royal', 'gojek', 'gojek', 'royal']",1.0
"['hibvri', 'sih', 'malam', 'jaga', 'kemarin', 'gojek', 'tj', 'penuhnya', 'wajar']",1.0
"['convomf', 'ojek', 'maksud', 'gue', 'jaman', 'gojek']",0.0
"['uki', 'ikhwan', 'gojek', 'sih']",1.0
"['pesan', 'gojek', 'pas', 'buru', 'buru', 'sopirnya', 'banget', 'giliran', 'bersantai', 'sopirnya', 'meter', 'alias', 'banget']",0.0
"['nya', 'kena', 'driver', 'gojek']",1.0
"['menunggu', 'menit', 'gara', 'gara', 'gojek', 'nya', 'salah', 'geregetan', 'banget']",0.0
"['bsbsnya', 'gue', 'pagi', 'meleyot', 'gara', 'gara', 'lihat', 'abang', 'gojek', 'senyum', 'pakpol', 'gue', 'manis', 'beudh', 'aaaaakh']",1.0
"['onyour', 'kim', 'wow', 'banget', 'jakarta', 'gojek', 'by', 'the', 'way', 'enak', 'banget', 'selamat', 'makan', 'ya']",1.0
"['nasib', 'orang', 'rumah', 'sibuk', 'dihubungin', 'nge', 'gojek']",0.0
"['mas', 'grab', 'gojek', 'habis', 'menuruni', 'selesai', 'in', 'orderan', 'disuruh', 'kasih', 'rating', 'customer', 'rating', 'app']",1.0
"['bomnall', 'kerasanya', 'pas', 'gojek', 'sih', 'kena', 'kulit', 'perih']",0.0
"['convomfs', 'hidup', 'berjalan', 'pakai', 'gojek']",1.0
"['resto', 'gojek', 'suka', 'promo', 'gede', 'gedean', 'ya', 'makan', 'woi', 'lapar']",1.0
"['tanyarlfes', 'pp', 'gojek', 'ya', 'mending', 'ngekos', 'nder', 'kecuali', 'pakai', 'kendaraan', 'mending', 'pp']",1.0
"['maxim', 'gojek', 'grab', 'orang', 'rumah', 'mengantar', 'awikwok', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'ngtcselkc']",1.0
"['compatible', 'gojek', 'handphone', 'gue', 'work', 'kayak', 'pembaruan', 'pas', 'pembaruan', 'work', 'dibuka', 'close', 'aplikasinyya', 'gue', 'uninstall', 'install']",0.0
"['kuliah', 'kehidupan', 'enak', 'sopir', 'blue', 'bird', 'gojek', 'cerita', 'klien', 'sisi']",1.0
"['bdngfess', 'gojek', 'grab', 'maxim']",1.0
"['gojek', 'pnyelmat', 'dunia']",1.0
"['gojek', 'gue', 'promo', 'sih']",0.0
"['suka', 'gojek', 'motor', 'bebek', 'kadang', 'oper', 'giginya', 'enak']",0.0
"['magishine', 'jerukkperassss', 'mas', 'alkaff', 'gojekindonesia', 'alif', 'gojekontwitt', 'perasaan', 'uber', 'gojek', 'grab']",0.0
"['luluhusnaa', 'ffarliani', 'terima', 'kasih', 'kak', 'pelanggan', 'gojek']",1.0
"['rumah', 'pakai', 'gojek', 'at', 'least', 'stasiun', 'commuter', 'terdekat', 'ya', 'butuh', 'motor', 'plgan', 'pindah', 'emen', 'tinggal', 'jalan', 'kaki', 'menit']",1.0
"['sarapan', 'pagi', 'gojek', 'banget', 'sih']",1.0
"['bocah', 'tolol', 'gue', 'gojek', 'kupon', 'nya', 'diapply']",0.0
"['ya', 'gojek', 'jalannya', 'lambat', 'kayak', 'astaga', 'nge', 'gas', 'mas']",0.0
"['aaaaaa', 'kesal', 'banget', 'gojek']",0.0
"['sarapan', 'sayang', 'sarapan', 'gojek', 'gojekindonesia', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'xyfmbokuj']",1.0
"['gue', 'dipanggil', 'buk', 'gojek', 'gue', 'setua', 't', 't']",0.0
"['anjir', 'bisanya', 'nebeng', 'gue', 'aplikasi', 'gojek']",1.0
"['convomf', 'masuk', 'khusus', 'gojek', 'nder', 'sopirnya', 'tau']",1.0
"['sayang', 'gojek', 'banget', 'kasih', 'ide', 'sarapan', 'haha', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'cyfdredex']",1.0
"['aggresif', 'fuiijaemin', 'mjb', 'ya', 'guys', 'jare', 'mbakku', 'lek', 'kota', 'oi', 'h', 'it', 'an', 'gojek']",1.0
"['jurang', 'belimbing', 'gang', 'nirwanasari', 'jalan', 'banjarsari', 'kampusnya', 'fpik', 'lumayan', 'sih', 'jalannya', 'wkwk', 'pulang', 'doang', 'jalan', 'berangkatnya', 'cari', 'tebengan', 'gojek']",1.0
"['gojek', 'mahal', 'banget', 'anjing']",0.0
"['gojek', 'kali', 'aerox', 'berasa', 'banget', 'deh', 'kursi', 'penumpangnya', 'sungguh', 'helicopter', 'view']",0.0
"['pekan', 'alih', 'profesi', 'gojek', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'aikyjqt']",1.0
"['airlanggafess', 'tetot', 'tetot', 'bantu', 'penyebrangan', 'jalannya', 'jalur', 'gojek', 'berangkat', 'pulangny', 'beda', 'jalur']",1.0
"['retrofrade', 'lihat', 'namanya', 'masterpiece', 'by', 'sayang', 'gojek', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'rzvorxeq']",1.0
"['tanyakanrl', 'boros', 'beli', 'sih', 'promoan', 'gojek', 'grab', 'beli']",0.0
"['oi', 'duit', 'gweh', 'habis', 'gojek', 'mulu']",0.0
"['ndagels', 'sih', 'abang', 'gojek', 'fetishnya', 'dengar', 'desahan', 'penumpang', 'ketakutan']",0.0
"['kaget', 'buka', 'akun', 'gojek', 'tagihan', 'ongkos', 'parkir', 'anjj', 'berbicara', 'sih', 'c', 'vows', 'buname']",0.0
"['gojek', 'trcintah', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'intxkvigtj']",1.0
"['kayaknya', 'abang', 'gojek', 'gue', 'kayak', 'kemarin']",1.0
"['oi', 'anjing', 'gojek', 'jam', 'segini', 'ribu', 'asu']",0.0
"['convomf', 'nya', 'compatible', 'handphone', 'sender', 'gue', 'kayak', 'gojek', 'handphone', 'gue']",0.0
"['farwkwk', 'hadue', 'ngitung', 'diskon', 'gojek', 'bingung']",0.0
"['untungnya', 'sih', 'rekan', 'kota', 'bandung', 'rusak', 'butuh', 'cepat', 'kirim', 'gojek', 'jam', 'service', 'rumah', 'beli', 'merek', 'servicenya', 'jaka', 'a', 'pinjam', 'pompa', 'asi']",1.0
"['cape', 'banget', 'gojek', 'gofood']",0.0
"['happy', 'gojek', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'xudgkjny']",1.0
"['dilema', 'pulang', 'bogor', 'turun', 'st', 'karet', 'gojek', 'kos', 'muacettttnya', 'nauzubillah', 'st', 'tanah', 'abang', 'turun', 'st', 'palmerah', 'perjuangan', 'menunggu', 'cape']",0.0
"['sbmptnfess', 'pernaahh', 'mas', 'gojek', 'tetangga', 'saudara', 'always', 'gue', 'temuin', 'nyambungg', 'galupa', 'sedekah']",1.0
"['o', 'badanmu', 'driver', 'gojek', 'pe', 'nek', 'we', 'anu', 'iya', 'balas', 'simple']",1.0
"['fleurdelacour', 'teman', 'gojek']",1.0
"['merasakan', 'angkutan', 'kota', 'stasiun', 'sudimara', 'tangerang', 'selatan', 'angkutan', 'kota', 'pasar', 'ciputat', 'stasiun', 'sudimara', 'giliran', 'arah', 'rawa', 'buntu', 'pasar', 'ciputat', 'susah', 'x', 'angkutan', 'kota', 'x', 'rupiah', 'ribu', 'gojek', 'rupiah', 'ribu']",1.0
"['cyrowfle', 'pt', 'transjaka', 'a', 'oh', 'iya', 'ya', 'ya', 'deh', 'kesitu', 'wkwk', 'gojek', 'mahal']",1.0
"['peppermintcofy', 'convomf', 'anjrit', 'memesan', 'gojek']",1.0
"['make', 'gojek', 'promo', 'gojek', 'taunya', 'pelit', 'kupon', 'gojekindonesia']",0.0
"['honeypatata', 'lackofcement', 'ooo', 'diantar', 'mas', 'gojek', 'ganteng']",1.0
"['untukj', 'turun', 'st', 'jatinegara', 'gojek']",1.0
"['gue', 'diajak', 'boti', 'abang', 'gojek', 'anaknya', 'oi']",0.0
"['convomf', 'menunggu', 'gojek', 'hypertext', 'transfer', 'protocol', 'over', 'secure', 'socket', 'layer', 't', 'co', 'ifnkiljbd']",0.0
